Mixture,macrophages,mast,B.naive,B.memory,plasma,T.CD4.naive,T.CD4.memory,T.CD8.naive,T.CD8.memory,NK,pDCs,mDCs,monocytes.C,monocytes.NC.I,neutrophils,Treg,endothelial.cells,fibroblasts,P-value,Correlation,RMSE
ROI_124.dcc,0.00497749158895679,0.000503836130854837,0,0,0,0,0,0,0.0410767248229277,0,0.00411827973564447,0.00895766595067133,0.133647228883302,0,0,0.673528549162538,0.119445137343793,0.013745086381312,0,0.0907325923837561,0.999848538979656
ROI_125.dcc,0.0271603896164242,0.00973818514211069,0,0,0.279433355956873,0.0375341674329768,0.146442997758113,0,0.0874112945938904,0.109774627440135,0,0.0173176789973673,0.0598760031429774,0,0,0.0209186192436446,0.152104482174326,0.0522881985011606,0,0.529515055072839,0.911655968062757
ROI_126.dcc,0,0,0.168784734363254,0.164553273284192,0.181104003451763,0.0527368211877426,0.092560491126087,0,0.118759784429096,0.0463862177420126,0.0275341580180288,0,0,0,0,0.112123494000423,0.0215805925612801,0.0138764298361214,0,0.360576074866564,0.967968049102969
ROI_127.dcc,0,0.0155636214262104,0,0,0.32887904938328,0,0,0.013310521455441,0.298903710809396,0,0,0.046198497934868,0,0.0357677324246973,0,0,0.238506360299389,0.0228705062667181,0,0.356050345140406,0.940645396506263
ROI_128.dcc,0.17241711192016,0,0,0,0.0710787623365512,0.0566205990878261,0.028304687337845,0,0.185425812813287,0.0613728829919889,0.0368101269451871,0.0305693456297937,0.0414105309404627,0,0.0800193033023296,0,0.0046532296602163,0.231317607034352,0,0.77191962305571,0.710438329594919
ROI_129.dcc,0.198766495160984,0.000129243731190537,0,0,0.0352242122231019,0.0195470548623292,0,0.0344062920160378,0.0803174608733872,0.0594302636442629,0.00391335128843026,0.018059950235799,0.0699919013220437,0,0.127636149684363,0.0633182780047136,0.0374649718510436,0.251794375102313,0,0.755661988350324,0.70927373215082
ROI_130.dcc,0.0671023074508575,0,0.0188967630755789,0,0.144905900732878,0,0.0479828354122324,0,0,0.0965758876002983,0.00232185606114483,0.0526750413096385,0.0349856789389854,0,0,0.187058670267879,0,0.347495059150508,0,0.778257208150873,0.64677948360544
ROI_131.dcc,0,0,0.0220895133621526,0,0.0716118203341374,0.149280492075851,0.0317851865457352,0.0366185626105101,0.147212473357593,0.035399236816613,0,0.0325487772259825,0.0556487767299517,0,0,0.186553353463897,0.0329059975517119,0.198345809925865,0,0.675976484995952,0.793039138845685
ROI_132.dcc,0.087096396883504,0,0,0,0.0111815741713434,0.109950291927734,0.159562546518912,0,0,0.069903620832795,0.00654131452303824,0.0319051181963822,0.108882024256797,0,0.0740245363031545,0.0984759153453989,0,0.242476661040941,0,0.78185166063223,0.69392267669892
ROI_133.dcc,0.0830672926905082,0.00242947272820561,0,0,0.0619918950100722,0.000712549989934079,0.0641056716870218,0,0.19689882342876,0.0760252189930083,0.0235899506628916,0.0520655659072001,0.140748651137032,0,0.00421876855019362,0.0775632619639032,0.072926390082862,0.143656487168408,0,0.620590929005835,0.809255292718308
ROI_134.dcc,0.0126584956720533,0,0,0,0.0973217476229683,0.0682018395679311,0.195014646383432,0.0451705349200845,0.223686949532892,0.034608330526637,0.020272133186588,0.0378126805396962,0.0497794775831995,0,0,0.164858239053019,0.0165310015694587,0.0340839238420406,0,0.318675864922544,0.954920835391824
ROI_135.dcc,0.0619134182527477,0,0,0,0.0967822506445967,0.0955428859428505,0.0987916168825198,0.0106042153872188,0.134619336665295,0,0.0199262292401462,0.0314058158051272,0.10124399529524,0,0,0.169097717303803,0.0235904706840773,0.156482047896378,0,0.698236471123887,0.794334023587841
ROI_136.dcc,0.000549824969534349,0,0,0,0.302868876713897,0.140647798451741,0.261918099187297,0,0,0.0361703830145716,0.0465528730450572,0.0470044091581275,0.0330963790294598,0,0,0.0463516692637691,0.0503939305561126,0.0344457566104324,0,0.405573809925914,0.930442560595874
ROI_137.dcc,0,0.0115332298789731,0,0,0.0733454798441025,0.125546265872229,0.160259707897841,0.055285104182477,0.0495916321987139,0.103025654495367,0.0395439092281756,0.0417957461001388,0.00161384120229673,0,0,0.165053478771958,0.116919904892899,0.0564860454348275,0,0.44396772175359,0.927123580896499
